Id,SalePrice
1461,121461.69103903361
1462,163712.50689733232
1463,183529.167767908
1464,200768.82729947602
1465,192475.94325761843
1466,181351.6408049214
1467,177212.93643592688
1468,164834.31040066638
1469,176159.0676767328
1470,124915.59255344968
1471,198773.78891842996
1472,93519.6538023507
1473,94138.78033225486
1474,152493.85328135465
1475,124291.56266596248
1476,370033.2085557934
1477,256376.6938747646
1478,287835.6843981504
1479,285267.0468635508
1480,513083.1993342732
1481,323978.8573134451
1482,203797.81873214638
1483,169974.9598761176
1484,168568.56905941706
1485,177423.495785126
1486,189232.99398860233
1487,343926.64595365577
1488,239607.16395410657
1489,201368.93650797303
1490,225343.09597003422
1491,191113.0315458696
1492,81469.22033244393
1493,186544.05444286196
1494,320120.2130537444
1495,287570.1696183129
1496,221092.91622671418
1497,176417.17106705514
1498,166307.0546897847
1499,162599.53726638286
1500,155304.44467686492
1501,178558.99975744062
1502,149111.09018502096
1503,276902.6454429149
1504,249885.0677656487
1505,223735.0778523041
1506,188099.9537035082
1507,248928.292639864
1508,207906.19627667574
1509,157394.67629222453
1510,145942.742140994
1511,146974.7237807444
1512,169805.5975453951
1513,132013.84161283931
1514,163641.0594840053
1515,198297.4649806678
1516,161469.22944747383
1517,159912.43908622419
1518,132504.5156919754
1519,215081.34286599868
1520,133300.7520815232
1521,138004.51289017894
1522,178307.20666312822
1523,110285.04839022618
1524,124263.23527201476
1525,124639.73787285721
1526,110801.09657565267
1527,101234.55726632125
1528,131644.83964228674
1529,147193.259689423
1530,181130.59462468556
1531,107045.42323612336
1532,94925.97921247037
1533,145742.44027973307
1534,120837.41359922312
1535,152580.13377409146
1536,103220.11042492247
1537,66507.90470196631
1538,157622.70875204867
1539,202223.67211441518
1540,96696.11268988207
1541,145067.94575670207
1542,136774.94145384186
1543,202221.39070931816
1544,75145.89813066353
1545,101382.04045451886
1546,128505.52213540924
1547,134456.2642956826
1548,134076.01265063678
1549,102615.17397762116
1550,138701.74085954626
1551,114555.4185528844
1552,147451.86488779547
1553,154554.55822303245
1554,105582.42149260074
1555,159101.27851338856
1556,76819.99600708598
1557,104888.30129603366
1558,92378.97081725435
1559,92015.54268451553
1560,133806.10158839263
1561,135783.001610263
1562,129800.10911529095
1563,124979.81439916421
1564,164084.13662752756
1565,143808.3755360102
1566,227377.06746717496
1567,76236.95223194399
1568,227704.79435945262
1569,136689.8377510122
1570,133717.71591376647
1571,126977.45302456155
1572,149890.71691216563
1573,264371.54733946134
1574,118265.78496007757
1575,220724.16208088692
1576,233451.78556895064
1577,195059.40105490576
1578,140160.37010452236
1579,140824.78975081968
1580,200832.9033178184
1581,149638.05762440327
1582,129739.17891130385
1583,330996.536364345
1584,218112.69470403224
1585,140302.35702517582
1586,69577.79213655367
1587,102206.59279819383
1588,156482.09522092313
1589,95937.4252538887
1590,136613.71527165477
1591,96754.7979229635
1592,117281.28595157173
1593,133702.0281428725
1594,136095.23804404447
1595,125687.84935977978
1596,242640.64253140628
1597,189866.64034853576
1598,205412.4690397005
1599,175832.6831047268
1600,176759.14958696777
1601,65098.506642213244
1602,111615.73597365426
1603,80771.52619146155
1604,269296.2716459876
1605,246189.2918949508
1606,166089.54445306616
1607,171869.07162459518
1608,213752.14403642775
1609,187168.62285023122
1610,147066.13808748883
1611,141374.1675304531
1612,166883.06683986407
1613,168722.4273110464
1614,123752.30201474992
1615,89386.49003510398
1616,76270.24364693095
1617,90511.10445452234
1618,130577.6397785003
1619,142021.69323137385
1620,176157.2271789237
1621,142373.36706490113
1622,135031.46953312063
1623,291546.32349740964
1624,200712.25672764672
1625,119257.99716504323
1626,156023.2862240762
1627,195168.19439373456
1628,269071.4706533669
1629,184026.00315090927
1630,338013.5432234803
1631,224421.0527201956
1632,240389.91324397927
1633,165783.9201950195
1634,186253.32834774125
1635,183028.89896998563
