ID,SalePrice
1461,124403.98
1462,156122.64
1463,179868.7
1464,182517.33
1465,194438.72
1466,171378.67
1467,175385.11
1468,159590.45
1469,196028.58
1470,121485.52
1471,197775.5
1472,93441.164
1473,96946.98
1474,152637.58
1475,131040.195
1476,382267.3
1477,255644.42
1478,289271.88
1479,300115.8
1480,478125.7
1481,351914.97
1482,207961.77
1483,165220.81
1484,168286.19
1485,171222.83
1486,190858.75
1487,351822.7
1488,240808.81
1489,199414.9
1490,204145.47
1491,193615.66
1492,93985.53
1493,183854.31
1494,323481.75
1495,313465.25
1496,234627.33
1497,184947.27
1498,155462.38
1499,156807.4
1500,140291.3
1501,168385.56
1502,150237.75
1503,275561.66
1504,243456.7
1505,227521.16
1506,189828.4
1507,233389.64
1508,202398.64
1509,165989.17
1510,148186.23
1511,144492.95
1512,170319.92
1513,141170.38
1514,159330.72
1515,213874.12
1516,160287.22
1517,160087.1
1518,139750.48
1519,214392.83
1520,133995.08
1521,137025.1
1522,177290.62
1523,110641.484
1524,123537.484
1525,126631.375
1526,121437.336
1527,105330.22
1528,133143.4
1529,147567.55
1530,173697.1
1531,104077.66
1532,105046.625
1533,143177.73
1534,122088.67
1535,148896.95
1536,107508.016
1537,78075.305
1538,160254.05
1539,201752.47
1540,86854.63
1541,141531.8
1542,136083.67
1543,222278.6
1544,78913.34
1545,102192.086
1546,125495.26
1547,124687.74
1548,124799.805
1549,113870.84
1550,137638.03
1551,119844.8
1552,133864.55
1553,151153.08
1554,117428.625
1555,166818.03
1556,80090.73
1557,109337.76
1558,94262.45
1559,78036.67
1560,131728.08
1561,145856.25
1562,129739.99
1563,121953.45
1564,159987.89
1565,148422.72
1566,240422.16
1567,79453.2
1568,213936.75
1569,124417.15
1570,131660.02
1571,127119.12
1572,150874.97
1573,248957.9
1574,116766.29
1575,221191.88
1576,205998.52
1577,192422.28
1578,148482.89
1579,147451.92
1580,200375.14
1581,141721.02
1582,127328.414
1583,333136.78
1584,217595.28
1585,141583.23
1586,75559.42
1587,98824.23
1588,150023.7
1589,93694.67
1590,132513.06
1591,95421.37
1592,108865.17
1593,130908.29
1594,123796.01
1595,109473.19
1596,236871.55
1597,186398.2
1598,211706.81
1599,187669.97
1600,183963.05
1601,71715.984
1602,115344.29
1603,86941.234
1604,269737.44
1605,255588.11
1606,165743.98
1607,181371.78
1608,211314.88
1609,192289.28
1610,145858.34
1611,143630.83
1612,167439.8
1613,156354.8
1614,127727.82
1615,82458.27
1616,70689.81
1617,92324.695
1618,126319.45
1619,146585.98
1620,166861.62
1621,141429.78
1622,135840.42
1623,281583.88
1624,204790.33
1625,128852.68
1626,164484.27
1627,182350.31
1628,268306.1
1629,187665.67
1630,330514.66
1631,223616.39
1632,245258.55
1633,168599.11
1634,179966.33
1635,180500.03
1636,157087.0
1637,187522.9
1638,199976.72
1639,182959.3
1640,253222.56
1641,180659.84
1642,217497.56
1643,238352.4
1644,233286.38
1645,189580.55
1646,156981.88
1647,176100.94
